,역명,승차총승객수,하차총승객수,동주소,위도,경도
224,방화,7539.633173323092,7123.509024577575,방화동,37.5770031,126.8126299
225,개화산,5878.11524577573,5507.770103686637,방화동,37.5722701,126.8060017
226,김포공항,9133.909918928142,8378.34639870285,방화동,37.5623129,126.8012785
227,송정,9363.004883512544,9134.277272145417,공항동,37.5614775,126.8110554
228,마곡,6045.539823348693,5250.142293906811,마곡동,37.5601985,126.825548
229,발산,14095.628603430618,14074.369105222737,마곡동,37.5590293,126.8373108
230,우장산,15618.89678059396,15375.0590437788,화곡동,37.5490002,126.836409
231,화곡,29485.172804659498,27190.61811315924,화곡동,37.5414337,126.8404964
232,신정,14492.038114439323,11514.13646313364,신정동,37.5254312,126.8572705
233,목동,18394.9768625192,19453.77190220174,목동,37.5261986,126.8647426
234,오목교,25009.32252304147,26780.55008960573,목동,37.5244501,126.8753546
235,양평,5036.2410490271395,5049.593810803891,양평동2가,37.5255117,126.8868656
236,영등포시장,8608.806259600615,9360.927502560164,영등포동5가,37.5227345,126.9049592
237,여의도,20831.62457757297,21536.1035906298,여의도동,37.5218423,126.9244847
238,여의나루,11654.056246799795,12485.893733998977,여의도동,37.5270851,126.932864
239,마포,13897.573521505376,14275.841967485916,도화동,37.5395838,126.9459203
240,공덕,8759.484855564087,8942.052532962109,공덕동,37.5445268,126.9513638
241,애오개,7161.171569380441,7135.227022529442,아현동,37.5533624,126.9566132
242,서대문,17035.492044290833,17293.24404761905,평동,37.5658563,126.9666374
243,광화문,36763.198598310286,38249.83481182796,세종로,37.5716229,126.9767879
244,청구,3930.4533474142354,3930.196963005632,신당동,37.5602939,127.013806
245,신금호,5975.855875576036,6001.8242319508445,금호동2가,37.5545325,127.0200642
246,행당,8382.335983102917,7323.375857654892,행당동,37.557456,127.0288996
247,마장,6214.025364823348,5989.904025857654,마장동,37.5662828,127.0431635
248,답십리,16204.325947260622,14773.604179467482,용답동,37.5664459,127.0531809
249,장한평,18295.22568484383,18255.14299155146,장안동,37.5620161,127.0641904
250,군자,12723.458022913466,11327.08585829493,능동,37.5573632,127.0790173
251,아차산,15205.498022273423,14347.452988991296,구의동,37.5508051,127.0911043
252,광나루,14358.909306195601,12947.57035970302,광장동,37.5452787,127.1036865
253,천호,19693.03545186892,21321.10298579109,천호동,37.538579,127.1237425
254,강동,19184.390655401945,16501.678270609318,천호동,37.5355205,127.1335296
255,길동,7590.211955965183,7866.328910650282,길동,37.5378116,127.1399992
256,굽은다리,9815.150806451613,9234.718343573988,명일동,37.5457315,127.1429708
257,명일,8221.063120839734,8320.478033794163,명일동,37.5512603,127.1440009
258,고덕,9544.769834869432,9255.181368407575,고덕동,37.5550473,127.1539494
259,상일동,11432.324743983618,9564.65174091142,상일동,37.5566644,127.1658292
260,둔촌동,12042.759114183307,11940.016442652332,둔촌동,37.5281355,127.1363753
261,올림픽공원,6370.160535074245,6220.597958269329,방이동,37.5160877,127.1306002
262,방이,7170.385631080389,7217.390693804403,방이동,37.5085565,127.1258547
263,개롱,6785.037275985662,6764.985368663595,가락동,37.4978146,127.1351586
264,거여,6800.28664874552,6404.836072708654,거여동,37.4932073,127.1440323
265,마천,5199.341468253969,5219.681957245264,마천동,37.4946706,127.1523206
266,응암,17844.60494751664,17383.126184075783,신사동,37.5987424,126.9155128
267,역촌,3852.806438812084,4523.0753264208915,녹번동,37.6060391,126.9229679
268,독바위,2937.7100230414753,3150.9523233486952,불광동,37.6183989,126.9328102
269,구산,8237.00888376856,6098.205779569893,구산동,37.6112122,126.9171824
270,새절,13816.863562467996,13146.856566820275,신사동,37.5918271,126.913912
271,증산,10604.29520609319,10139.370775729643,증산동,37.5841955,126.9100576
272,디지털미디어시티,9307.72624594641,9247.399615975422,증산동,37.5771615,126.9019286
273,월드컵경기장,7509.069866871479,7954.391218637995,성산동,37.5682553,126.8972733
274,마포구청,13670.638549667181,12059.251190476192,성산동,37.5634263,126.903357
275,망원,13622.503635432668,14740.209286994364,망원동,37.5560573,126.9100339
276,상수,11073.44731822837,13052.389253712241,상수동,37.5477717,126.9224099
277,광흥창,9538.710861495134,9260.104198668714,창전동,37.5474861,126.9319392
278,대흥,8347.916077828982,8803.711898361495,대흥동,37.5476683,126.9424653
279,효창공원앞,4768.041801075268,4614.417969150025,효창동,37.5396003,126.9612259
280,녹사평,7388.654294674859,7813.025864055299,용산동4가,37.5348314,126.9870285
281,이태원,17421.833109319,19857.06284562212,이태원동,37.5344832,126.9937216
282,한강진,7015.132834101382,8437.780862775218,한남동,37.5402951,127.0017483
283,버티고개,2470.120327700973,2284.66952124936,신당동,37.5480418,127.007085
284,창신,3533.0161546338973,2941.173886328725,창신동,37.5800169,127.0152112
285,보문,7198.280844007913,6516.471202821387,보문동1가,37.5855576,127.0194953
287,고려대,9654.807136456731,9361.090066564258,종암동,37.5906497,127.0362849
288,월곡,12961.39715181772,12335.379006656423,하월곡동,37.601421,127.0411848
289,상월곡,6225.046300563236,5724.20188172043,상월곡동,37.6062642,127.0483266
290,돌곶이,9450.718958013313,8688.76610343062,석관동,37.6105507,127.0564252
291,태릉입구,7281.0021953405,7433.369377240141,공릉동,37.6185142,127.0753683
292,화랑대,13095.750518433179,9992.941442652327,공릉동,37.6198944,127.0837446
293,봉화산,9384.37121735791,8699.884190988223,신내동,37.6176538,127.0907581
294,장암,2472.283640552996,985.1675435227853,장암동,37.700119,127.0531353
295,수락산,14195.164848950337,13628.503347414236,상계동,37.6776259,127.0553746
296,마들,12096.7344406042,11054.745615719405,상계동,37.6650865,127.0576877
297,중계,15737.975889656936,14426.781541218641,중계동,37.6448907,127.0642467
298,하계,20269.911891961085,19092.002092933948,하계동,37.6364521,127.0679885
299,공릉,12941.590290578597,12794.850307219664,공릉동,37.625477,127.0730053
300,먹골,10723.178328213004,10267.86317844342,묵동,37.610625,127.0777647
301,중화,11297.7228046595,10731.586840757813,중화동,37.6015797,127.0794692
302,상봉,11574.346578981053,11137.831323604709,상봉동,37.5967175,127.0857201
303,면목,16097.972900665642,15485.983109318997,면목동,37.5883849,127.0875678
304,사가정,15897.687999231954,15617.365220174092,면목동,37.5807946,127.088439
305,용마산,6391.853270609317,5947.605632360472,면목동,37.5740302,127.0870381
306,중곡,10236.189964157706,9430.47894265233,중곡동,37.5655259,127.0840725
307,어린이대공원,16182.806656426008,16411.691967485916,화양동,37.5478712,127.0745499
308,뚝섬유원지,9389.854966717867,9096.118471582182,자양동,37.5315862,127.0667177
309,청담,20193.550864055294,23289.942671530982,청담동,37.5194407,127.0536445
310,강남구청,11427.306758832568,12890.94828469022,삼성동,37.5171892,127.0413014
